 ,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Year
139,119,John Collins,25,ATL,PF,71,71,30.0,5.1,10.0,.508,1.0,3.4,.292,4.1,6.6,.619,.557,2.0,2.5,.803,1.1,5.4,6.5,1.2,0.6,1.0,1.1,3.1,13.1,,2023
140,120,Cole Anthony,22,ORL,PG,60,4,25.9,4.6,10.2,.454,1.3,3.4,.364,3.4,6.7,.500,.516,2.5,2.8,.894,0.8,4.0,4.8,3.9,0.6,0.5,1.5,2.6,13.0,,2023
141,121,Austin Reaves,24,LAL,SG,64,22,28.8,4.0,7.7,.529,1.3,3.4,.398,2.7,4.3,.631,.616,3.6,4.1,.864,0.5,2.5,3.0,3.4,0.5,0.3,1.5,1.7,13.0,6MOY-7,2023
142,122,Tre Jones,23,SAS,PG,68,65,29.2,5.0,10.9,.459,0.7,2.3,.285,4.4,8.6,.506,.489,2.2,2.5,.860,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9,,2023
143,123,Alec Burks,31,DET,SG,51,8,22.0,3.9,9.0,.436,1.9,4.7,.414,2.0,4.3,.459,.544,3.0,3.7,.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,,2023
144,124,Jabari Smith Jr.,19,HOU,PF,79,79,31.0,4.6,11.3,.408,1.5,4.9,.307,3.1,6.3,.487,.475,2.1,2.6,.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8,,2023
145,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
146,125,Malik Beasley,26,2TM,SG,81,27,25.8,4.6,11.6,.395,2.9,8.1,.357,1.7,3.4,.484,.520,0.6,0.8,.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,,2023
147,125,Malik Beasley,26,UTA,SG,55,13,26.8,4.8,12.2,.396,3.1,8.6,.359,1.7,3.6,.485,.522,0.7,0.8,.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,,2023
148,125,Malik Beasley,26,LAL,SG,26,14,23.9,4.0,10.3,.392,2.5,7.2,.353,1.5,3.1,.481,.515,0.5,0.8,.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,,2023
149,126,KJ Martin,22,HOU,SF,82,49,28.0,5.0,8.8,.569,0.8,2.6,.315,4.2,6.1,.679,.617,1.8,2.7,.680,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.7,,2023
150,127,Nic Claxton,23,BRK,C,76,76,29.9,5.4,7.7,.705,0.0,0.0,.000,5.4,7.7,.708,.705,1.8,3.2,.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,DPOY-9,2023
151,128,Dennis Schröder,29,LAL,PG,66,50,30.1,4.1,9.8,.415,1.1,3.4,.329,3.0,6.4,.461,.472,3.3,3.8,.857,0.3,2.2,2.5,4.5,0.8,0.2,1.7,2.2,12.6,,2023
152,129,Jakob Poeltl,27,2TM,C,72,71,26.5,5.4,8.6,.629,0.0,0.0,.000,5.4,8.6,.630,.629,1.7,2.8,.592,3.3,5.8,9.1,2.7,0.9,1.2,1.7,2.7,12.5,,2023
153,129,Jakob Poeltl,27,SAS,C,46,46,26.1,5.2,8.4,.616,0.0,0.0,.000,5.2,8.4,.618,.616,1.7,2.8,.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1,,2023
154,129,Jakob Poeltl,27,TOR,C,26,25,27.2,5.8,8.8,.652,0.0,0.0,,5.8,8.8,.652,.652,1.6,2.8,.569,3.2,5.9,9.1,2.2,1.2,1.3,1.1,3.0,13.1,,2023
155,130,Mac McClung,24,PHI,SG,2,0,20.5,4.5,10.0,.450,2.0,5.5,.364,2.5,4.5,.556,.550,1.5,2.5,.600,1.5,3.5,5.0,4.5,0.0,0.0,1.5,1.5,12.5,,2023
156,131,Kelly Olynyk,31,UTA,C,68,68,28.6,4.1,8.2,.499,1.4,3.5,.394,2.7,4.7,.576,.583,2.9,3.4,.853,1.2,5.0,6.2,3.7,0.9,0.5,2.5,3.4,12.5,,2023
157,132,Eric Gordon,34,2TM,SG,69,58,28.5,4.2,9.5,.446,1.9,5.2,.371,2.3,4.3,.535,.547,2.1,2.5,.821,0.2,1.7,1.9,2.7,0.6,0.4,1.5,1.1,12.4,,2023
158,132,Eric Gordon,34,HOU,SG,47,47,30.2,4.5,10.2,.439,1.8,5.2,.347,2.7,5.0,.536,.528,2.3,2.9,.815,0.3,1.8,2.1,2.9,0.6,0.4,1.8,1.0,13.1,,2023
159,132,Eric Gordon,34,LAC,SG,22,11,24.9,3.7,8.0,.463,2.1,5.0,.423,1.5,2.9,.531,.597,1.5,1.7,.842,0.2,1.5,1.7,2.1,0.6,0.4,1.0,1.5,11.0,,2023
160,133,Derrick White,28,BOS,SG,82,70,28.3,4.3,9.2,.462,1.8,4.8,.381,2.5,4.5,.548,.560,2.0,2.3,.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,,2023
161,134,Keegan Murray,22,SAC,SF,80,78,29.8,4.4,9.8,.453,2.6,6.3,.411,1.9,3.5,.527,.584,0.8,1.0,.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.2,ROY-5,2023
162,135,Caris LeVert,28,CLE,SG,74,30,30.2,4.3,10.0,.431,1.7,4.4,.392,2.6,5.6,.462,.517,1.8,2.4,.722,0.7,3.1,3.8,3.9,1.0,0.3,1.6,2.3,12.1,,2023
163,136,Jaden McDaniels,22,MIN,SF,79,79,30.6,4.7,9.1,.517,1.4,3.4,.398,3.3,5.7,.588,.591,1.3,1.8,.736,1.2,2.7,3.9,1.9,0.9,1.0,1.4,3.4,12.1,,2023
164,137,Marvin Bagley III,23,DET,C,42,25,23.6,4.8,9.1,.529,0.5,1.6,.288,4.4,7.5,.579,.554,1.9,2.6,.750,2.2,4.2,6.4,0.9,0.5,0.7,1.1,1.9,12.0,,2023
165,138,Clint Capela,28,ATL,C,65,63,26.6,5.4,8.2,.653,0.0,0.0,.000,5.4,8.2,.654,.653,1.2,2.0,.603,4.0,7.1,11.0,0.9,0.7,1.2,0.8,2.1,12.0,,2023
166,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
167,139,Mike Conley,35,2TM,PG,67,66,30.3,3.9,9.1,.428,2.0,5.2,.385,1.9,3.9,.486,.539,2.1,2.5,.834,0.5,2.2,2.7,6.7,1.1,0.2,1.5,2.1,11.9,,2023
168,139,Mike Conley,35,UTA,PG,43,42,29.7,3.6,8.7,.408,1.8,5.0,.362,1.8,3.8,.469,.511,1.8,2.2,.813,0.4,2.1,2.5,7.7,1.0,0.2,1.7,2.2,10.7,,2023
169,139,Mike Conley,35,MIN,PG,24,24,31.4,4.5,9.8,.460,2.4,5.8,.420,2.1,4.0,.515,.583,2.6,3.0,.863,0.7,2.5,3.1,5.0,1.2,0.2,1.2,1.9,14.0,,2023
170,140,Bones Hyland,22,2TM,PG,56,1,19.4,4.1,10.2,.399,2.1,5.6,.371,2.0,4.6,.434,.502,1.5,1.8,.843,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,,2023
171,140,Bones Hyland,22,DEN,PG,42,1,19.5,4.1,10.3,.399,2.2,5.7,.378,2.0,4.6,.425,.503,1.7,2.0,.866,0.2,1.8,2.0,3.0,0.7,0.3,1.6,1.6,12.1,,2023
172,140,Bones Hyland,22,LAC,PG,14,0,18.9,3.9,9.8,.401,1.9,5.3,.351,2.1,4.5,.460,.496,1.1,1.4,.750,0.7,2.8,3.5,3.4,0.8,0.1,1.1,2.1,10.8,,2023
173,141,Lonnie Walker IV,24,LAL,SG,56,32,23.2,4.2,9.4,.448,1.6,4.4,.365,2.6,5.0,.522,.534,1.6,1.9,.858,0.3,1.7,1.9,1.1,0.5,0.3,0.8,1.3,11.7,,2023
174,142,Zach Collins,25,SAS,C,63,26,22.9,4.5,8.7,.518,0.9,2.3,.374,3.6,6.4,.571,.568,1.7,2.3,.761,1.8,4.5,6.4,2.9,0.6,0.8,2.0,3.2,11.6,,2023
175,143,Bruce Brown,26,DEN,SF,80,31,28.5,4.5,9.3,.483,1.1,3.2,.358,3.3,6.1,.548,.545,1.5,1.9,.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,,2023
176,144,Naz Reid,23,MIN,C,68,11,18.4,4.6,8.5,.537,1.1,3.2,.346,3.5,5.3,.653,.602,1.3,1.9,.677,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5,,2023
177,145,Marcus Smart,28,BOS,PG,61,61,32.1,4.1,9.9,.415,1.9,5.6,.336,2.2,4.3,.519,.511,1.4,1.9,.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5,,2023
178,146,Max Strus,26,MIA,SF,80,33,28.4,4.1,9.9,.410,2.5,7.0,.350,1.6,2.8,.559,.535,1.0,1.1,.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5,,2023
179,147,John Wall,32,LAC,PG,34,3,22.2,4.1,9.9,.408,1.0,3.2,.303,3.1,6.7,.459,.457,2.3,3.3,.681,0.4,2.3,2.7,5.2,0.8,0.4,2.4,1.7,11.4,,2023
180,148,Quentin Grimes,22,NYK,SG,71,66,29.9,4.0,8.5,.468,2.2,5.7,.386,1.8,2.7,.641,.599,1.1,1.4,.796,0.7,2.5,3.2,2.1,0.7,0.4,1.0,2.5,11.3,,2023
181,149,Isaiah Stewart,21,DET,C,50,47,28.3,3.9,8.8,.442,1.3,4.1,.327,2.6,4.7,.542,.518,2.2,3.0,.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3,,2023
182,150,Rui Hachimura,24,2TM,PF,63,9,23.3,4.5,9.3,.486,0.8,2.5,.319,3.7,6.7,.550,.530,1.4,1.9,.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,1.1,11.2,,2023
183,150,Rui Hachimura,24,WAS,PF,30,0,24.3,5.3,10.8,.488,1.0,3.0,.337,4.3,7.8,.545,.534,1.5,1.9,.759,0.6,3.6,4.3,1.2,0.4,0.4,1.2,1.3,13.0,,2023
184,150,Rui Hachimura,24,LAL,PF,33,9,22.4,3.8,7.9,.485,0.6,2.2,.296,3.2,5.7,.556,.525,1.3,1.8,.721,1.0,3.7,4.7,0.7,0.2,0.4,0.5,1.0,9.6,,2023
185,151,Kyle Lowry,36,MIA,PG,55,44,31.2,3.6,8.8,.404,1.9,5.6,.345,1.6,3.2,.509,.514,2.1,2.5,.859,0.8,3.3,4.1,5.1,1.0,0.4,1.9,2.6,11.2,,2023
186,152,Marcus Morris,33,LAC,PF,65,65,28.1,4.2,9.9,.426,1.7,4.7,.364,2.5,5.2,.484,.513,1.0,1.3,.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,,2023
187,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
188,153,Corey Kispert,23,WAS,SF,74,45,28.3,3.9,7.9,.497,2.2,5.2,.424,1.7,2.7,.637,.637,1.0,1.2,.852,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,,2023
189,154,Jeremy Sochan,19,SAS,PF,56,53,26.0,4.5,9.9,.453,0.6,2.4,.246,3.9,7.5,.519,.483,1.4,2.1,.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0,,2023
190,155,Mason Plumlee,32,2TM,C,79,60,26.0,4.2,6.1,.680,0.0,0.0,,4.2,6.1,.680,.680,2.5,4.0,.636,2.9,6.0,8.9,3.1,0.6,0.6,1.5,2.7,10.8,,2023
191,155,Mason Plumlee,32,CHO,C,56,56,28.5,4.7,7.1,.669,0.0,0.0,,4.7,7.1,.669,.669,2.8,4.6,.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,,2023
192,155,Mason Plumlee,32,LAC,C,23,4,19.9,2.8,3.8,.727,0.0,0.0,,2.8,3.8,.727,.727,1.9,2.5,.772,1.8,5.1,6.9,1.7,0.5,0.5,1.3,2.4,7.5,,2023
193,156,Kentavious Caldwell-Pope,29,DEN,SG,76,76,31.3,3.8,8.3,.462,1.8,4.2,.423,2.1,4.1,.502,.569,1.4,1.6,.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,,2023
194,157,Jaylen Nowell,23,MIN,SG,65,2,19.3,4.3,9.6,.448,1.0,3.6,.289,3.3,6.0,.542,.502,1.2,1.5,.778,0.6,2.1,2.6,2.0,0.6,0.1,1.0,1.6,10.8,,2023
195,158,Ivica Zubac,25,LAC,C,76,76,28.6,4.3,6.8,.634,0.0,0.0,.000,4.3,6.7,.637,.634,2.2,3.1,.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,,2023
196,159,Talen Horton-Tucker,22,UTA,SG,65,20,20.2,4.0,9.4,.419,0.9,3.1,.286,3.1,6.3,.485,.467,1.9,2.6,.750,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,,2023
197,160,Victor Oladipo,30,MIA,SG,42,2,26.3,3.8,9.6,.397,1.7,5.0,.330,2.1,4.5,.471,.484,1.4,1.9,.747,0.4,2.7,3.0,3.5,1.4,0.3,2.1,2.4,10.7,,2023
198,161,Cam Thomas,21,BRK,SG,57,4,16.6,3.5,8.0,.441,0.9,2.3,.383,2.6,5.7,.464,.497,2.6,3.1,.868,0.1,1.5,1.7,1.4,0.4,0.1,1.1,1.0,10.6,,2023
199,162,Jeenathan Williams,23,POR,SG,5,4,25.4,4.8,7.8,.615,0.6,1.6,.375,4.2,6.2,.677,.654,0.4,0.6,.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,,2023
200,163,Moritz Wagner,25,ORL,C,57,18,19.5,3.5,6.9,.500,0.9,2.9,.313,2.6,4.1,.631,.564,2.7,3.2,.841,1.2,3.3,4.5,1.5,0.6,0.2,1.2,2.4,10.5,,2023
201,164,Grayson Allen,27,MIL,SG,72,70,27.4,3.4,7.7,.440,2.0,5.1,.399,1.4,2.7,.518,.571,1.6,1.8,.905,0.8,2.4,3.3,2.3,0.9,0.2,1.0,1.6,10.4,,2023
202,165,Killian Hayes,21,DET,PG,76,56,28.3,4.0,10.7,.377,1.1,3.8,.280,3.0,7.0,.429,.426,1.2,1.5,.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,,2023
203,166,Tyus Jones,26,MEM,PG,80,22,24.3,3.9,8.9,.438,1.5,4.1,.371,2.4,4.8,.495,.523,1.0,1.3,.800,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,6MOY-6,2023
204,167,Monte Morris,27,WAS,PG,62,61,27.3,4.0,8.3,.480,1.3,3.3,.382,2.7,5.0,.543,.555,1.0,1.2,.831,0.4,3.0,3.4,5.3,0.7,0.2,1.0,1.2,10.3,,2023
205,168,Cameron Payne,28,PHO,PG,48,15,20.2,3.9,9.4,.415,1.4,3.9,.368,2.5,5.6,.448,.490,1.0,1.3,.766,0.3,2.0,2.2,4.5,0.7,0.2,1.7,1.8,10.3,,2023
206,169,Reggie Jackson,32,2TM,PG,68,40,24.4,3.9,9.4,.411,1.4,4.2,.333,2.5,5.2,.474,.486,1.0,1.1,.910,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,,2023
207,169,Reggie Jackson,32,LAC,PG,52,38,25.7,4.1,9.8,.418,1.5,4.2,.350,2.6,5.6,.469,.493,1.2,1.3,.924,0.4,1.8,2.2,3.5,0.7,0.1,1.8,1.8,10.9,,2023
208,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
209,169,Reggie Jackson,32,DEN,PG,16,2,19.9,3.1,8.0,.383,1.2,4.3,.279,1.9,3.8,.500,.457,0.6,0.8,.833,0.2,1.6,1.8,3.1,0.6,0.1,1.2,1.4,7.9,,2023
210,170,Malaki Branham,19,SAS,SG,66,32,23.5,4.1,9.3,.440,1.2,3.9,.302,2.9,5.4,.539,.503,0.9,1.1,.829,0.4,2.3,2.7,1.9,0.5,0.1,1.2,1.7,10.2,,2023
211,171,Doug McDermott,31,SAS,SF,64,0,20.5,3.7,8.2,.457,1.9,4.7,.413,1.8,3.5,.516,.575,0.8,1.1,.757,0.4,1.8,2.2,1.4,0.2,0.1,0.9,1.8,10.2,,2023
212,172,Patrick Williams,21,CHI,PF,82,65,28.3,3.8,8.3,.464,1.4,3.4,.415,2.4,4.9,.498,.549,1.1,1.3,.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,,2023
213,173,Josh Richardson,29,2TM,SG,65,10,23.5,3.7,8.5,.431,1.6,4.5,.365,2.0,4.0,.506,.528,1.1,1.2,.852,0.6,2.1,2.7,2.7,1.1,0.3,1.3,1.8,10.1,,2023
214,173,Josh Richardson,29,SAS,SG,42,6,23.7,4.2,9.7,.436,1.8,4.9,.357,2.5,4.7,.518,.527,1.3,1.4,.883,0.7,2.1,2.8,3.3,1.0,0.3,1.5,1.7,11.5,,2023
215,173,Josh Richardson,29,NOP,SG,23,4,23.2,2.7,6.4,.419,1.4,3.7,.384,1.3,2.7,.468,.530,0.7,0.9,.762,0.5,2.0,2.4,1.6,1.3,0.4,1.0,2.0,7.5,,2023
216,174,De'Anthony Melton,24,PHI,SG,77,58,27.9,3.6,8.5,.425,2.0,5.2,.390,1.6,3.2,.484,.546,0.9,1.1,.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,,2023
217,175,Aaron Nesmith,23,IND,SF,73,60,24.9,3.5,8.1,.427,1.6,4.3,.366,1.9,3.8,.496,.525,1.6,1.9,.838,0.8,2.9,3.8,1.3,0.8,0.5,1.0,3.2,10.1,,2023
218,176,James Wiseman,21,2TM,C,45,22,19.3,4.2,7.5,.558,0.1,0.4,.200,4.1,7.1,.580,.563,1.5,2.2,.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,,2023
219,176,James Wiseman,21,GSW,C,21,0,12.5,2.8,4.5,.628,0.0,0.1,.500,2.8,4.4,.630,.633,1.2,1.8,.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,,2023
220,176,James Wiseman,21,DET,C,24,22,25.2,5.4,10.2,.531,0.1,0.8,.167,5.3,9.5,.559,.537,1.8,2.5,.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,2.9,12.7,,2023
221,177,Brandon Clarke,26,MEM,PF,56,8,19.5,4.1,6.2,.656,0.0,0.1,.167,4.1,6.1,.665,.658,1.8,2.4,.723,1.6,3.9,5.5,1.3,0.6,0.7,1.0,2.3,10.0,,2023
222,178,Jonathan Kuminga,20,GSW,PF,67,16,20.8,3.9,7.4,.525,0.8,2.2,.370,3.1,5.2,.590,.579,1.3,2.1,.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,,2023
223,179,Onyeka Okongwu,22,ATL,C,80,18,23.1,4.0,6.2,.638,0.1,0.2,.308,3.9,6.1,.647,.642,1.9,2.5,.781,2.7,4.5,7.2,1.0,0.7,1.3,1.0,3.1,9.9,,2023
224,180,Luka Šamanić,23,UTA,PF,7,4,23.0,3.7,8.1,.456,1.1,4.4,.258,2.6,3.7,.692,.526,1.3,1.9,.692,0.0,4.3,4.3,2.1,0.9,0.3,1.4,2.4,9.9,,2023
225,181,Shaedon Sharpe,19,POR,SG,80,15,22.2,3.8,8.1,.472,1.3,3.5,.360,2.6,4.6,.559,.551,0.9,1.3,.714,0.8,2.2,3.0,1.2,0.5,0.3,1.0,1.7,9.9,,2023
226,182,Jalen Suggs,21,ORL,SG,53,19,23.5,3.5,8.4,.419,1.2,3.8,.327,2.3,4.6,.496,.493,1.6,2.2,.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9,,2023
227,183,Thomas Bryant,25,2TM,C,59,26,18.3,3.9,6.3,.623,0.4,1.0,.441,3.5,5.3,.658,.659,1.6,2.1,.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,,2023
228,183,Thomas Bryant,25,LAL,C,41,25,21.4,4.8,7.3,.654,0.5,1.2,.440,4.3,6.1,.697,.691,2.0,2.6,.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,,2023
229,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
230,183,Thomas Bryant,25,DEN,C,18,1,11.4,1.8,3.8,.485,0.2,0.5,.444,1.6,3.3,.492,.515,0.7,1.0,.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,,2023
231,184,Josh Hart,27,2TM,SF,76,52,32.3,3.6,6.8,.529,0.8,2.2,.372,2.8,4.7,.601,.588,1.7,2.3,.750,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,,2023
232,184,Josh Hart,27,POR,SF,51,51,33.4,3.6,7.1,.504,0.7,2.2,.304,2.9,4.9,.594,.551,1.7,2.3,.731,1.9,6.3,8.2,3.9,1.1,0.2,1.5,2.6,9.5,,2023
233,184,Josh Hart,27,NYK,SF,25,1,30.0,3.7,6.3,.586,1.1,2.1,.519,2.6,4.2,.619,.672,1.8,2.3,.789,1.9,5.2,7.0,3.6,1.4,0.5,1.5,2.5,10.2,,2023
234,185,Al Horford,36,BOS,C,63,63,30.5,3.6,7.6,.476,2.3,5.2,.446,1.3,2.4,.539,.627,0.2,0.3,.714,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,,2023
235,186,Herbert Jones,24,NOP,PF,66,66,29.6,3.6,7.6,.469,0.8,2.5,.335,2.7,5.1,.536,.525,1.9,2.4,.764,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,,2023
236,187,Julian Champagnie,21,2TM,SF,17,3,18.8,3.5,7.6,.454,1.9,4.8,.402,1.5,2.8,.542,.581,0.8,1.0,.824,0.6,2.9,3.5,0.6,0.4,0.3,0.6,1.5,9.7,,2023
237,187,Julian Champagnie,21,PHI,SF,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,2023
238,187,Julian Champagnie,21,SAS,SF,15,3,20.9,3.9,8.5,.461,2.2,5.4,.407,1.7,3.1,.553,.590,0.9,1.1,.824,0.7,3.3,4.0,0.7,0.3,0.3,0.7,1.7,11.0,,2023
239,188,Cam Reddish,23,2TM,SF,40,20,24.8,3.5,7.8,.446,1.1,3.6,.313,2.4,4.2,.560,.518,1.6,1.9,.853,0.5,1.8,2.2,1.4,1.0,0.4,1.2,1.8,9.7,,2023
240,188,Cam Reddish,23,NYK,SF,20,8,21.9,3.1,6.8,.449,0.9,2.8,.304,2.2,4.0,.550,.511,1.5,1.7,.879,0.4,1.2,1.6,1.0,0.8,0.4,0.8,1.6,8.4,,2023
241,188,Cam Reddish,23,POR,SF,20,12,27.6,3.9,8.8,.443,1.4,4.4,.318,2.5,4.4,.568,.523,1.8,2.1,.833,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2.0,11.0,,2023
242,189,Keita Bates-Diop,27,SAS,PF,67,42,21.7,3.5,6.9,.508,0.8,2.1,.394,2.7,4.8,.557,.568,1.8,2.2,.793,1.0,2.7,3.7,1.5,0.7,0.3,0.8,0.9,9.7,,2023
243,190,Coby White,22,CHI,SG,74,2,23.4,3.6,8.0,.443,1.7,4.6,.372,1.8,3.4,.540,.551,0.8,0.9,.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,,2023
244,191,Caleb Martin,27,MIA,SF,71,49,29.3,3.6,7.7,.464,1.2,3.3,.356,2.4,4.4,.545,.540,1.3,1.6,.805,1.2,3.6,4.8,1.6,1.0,0.4,1.1,2.0,9.6,,2023
245,192,Isaiah Joe,23,OKC,SG,73,10,19.1,3.1,7.0,.441,2.2,5.4,.409,0.9,1.6,.553,.599,1.1,1.4,.820,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,,2023
246,193,Andrew Nembhard,23,IND,SG,75,63,27.6,3.8,8.6,.441,1.2,3.5,.350,2.6,5.1,.504,.512,0.7,0.8,.790,0.5,2.2,2.7,4.5,0.9,0.2,1.7,2.4,9.5,,2023
247,194,Jalen McDaniels,25,2TM,SF,80,24,23.9,3.5,7.7,.455,1.0,2.9,.332,2.6,4.8,.530,.518,1.5,1.7,.841,0.8,3.5,4.3,1.6,1.0,0.4,1.2,2.6,9.4,,2023
248,194,Jalen McDaniels,25,CHO,SF,56,21,26.7,3.9,8.8,.447,1.2,3.6,.322,2.8,5.2,.534,.513,1.6,1.9,.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,,2023
249,194,Jalen McDaniels,25,PHI,SF,24,3,17.5,2.5,5.1,.488,0.5,1.3,.400,2.0,3.9,.516,.537,1.2,1.4,.824,0.8,2.4,3.2,0.8,0.7,0.2,0.5,2.1,6.7,,2023
250,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,2023
251,195,Kyle Anderson,29,MIN,PF,69,46,28.4,3.7,7.2,.509,0.6,1.5,.410,3.0,5.7,.536,.553,1.4,2.0,.735,1.0,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,,2023
252,196,Chris Boucher,30,TOR,PF,76,0,20.0,3.4,7.0,.493,0.8,2.5,.328,2.6,4.5,.585,.552,1.7,2.2,.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,,2023
253,197,Donte DiVincenzo,26,GSW,SG,72,36,26.3,3.3,7.5,.435,2.1,5.3,.397,1.2,2.3,.525,.574,0.8,1.0,.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,,2023
254,198,Jalen Smith,22,IND,C,68,31,18.8,3.6,7.5,.476,0.8,2.8,.283,2.8,4.7,.593,.530,1.5,2.0,.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4,,2023
255,199,Gabe Vincent,26,MIA,PG,68,34,25.9,3.4,8.3,.402,1.7,5.1,.334,1.6,3.2,.512,.505,1.0,1.1,.872,0.4,1.7,2.1,2.5,0.9,0.1,1.4,2.3,9.4,,2023
256,200,Luke Kennard,26,2TM,SG,59,14,22.3,3.2,6.5,.492,2.3,4.6,.494,0.9,1.9,.487,.666,0.6,0.7,.949,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,,2023
257,200,Luke Kennard,26,LAC,SG,35,11,20.7,2.8,6.0,.464,1.7,3.8,.447,1.1,2.3,.494,.604,0.5,0.6,.950,0.2,2.2,2.4,1.1,0.5,0.1,0.9,1.3,7.8,,2023
